datetime,open,high,low,close
2026-01-24 03:15:00,1.18232,1.18237,1.18231,1.18232
2026-01-24 03:20:00,1.18231,1.18236,1.1823,1.1823
2026-01-24 03:25:00,1.18231,1.18236,1.1823,1.18232
2026-01-24 03:30:00,1.18231,1.18239,1.1823,1.18236
2026-01-24 03:35:00,1.18233,1.18238,1.18232,1.18233
2026-01-24 03:40:00,1.18232,1.18237,1.1823,1.1823
2026-01-24 03:45:00,1.18231,1.18236,1.1823,1.18232
2026-01-24 03:50:00,1.18231,1.18236,1.1823,1.18234
2026-01-24 03:55:00,1.18231,1.1824,1.1823,1.18235
2026-01-24 04:00:00,1.18234,1.18237,1.18231,1.18231
2026-01-24 04:05:00,1.18232,1.18237,1.1823,1.18233
2026-01-24 04:10:00,1.18232,1.18236,1.1823,1.18234
2026-01-24 04:15:00,1.18231,1.18237,1.1823,1.18231
2026-01-24 04:20:00,1.18231,1.18242,1.18231,1.18235
2026-01-24 04:25:00,1.18235,1.18239,1.18232,1.18234
2026-01-24 04:30:00,1.18232,1.18236,1.1823,1.18234
2026-01-24 04:35:00,1.18232,1.18237,1.1823,1.18231
2026-01-24 04:40:00,1.18231,1.18236,1.1823,1.1823
2026-01-24 04:45:00,1.18231,1.1824,1.1823,1.18236
2026-01-24 04:50:00,1.18234,1.18237,1.18231,1.18234
2026-01-24 04:55:00,1.18232,1.18237,1.1823,1.18231
2026-01-24 05:00:00,1.18231,1.18236,1.1823,1.1823
2026-01-24 05:05:00,1.18231,1.18236,1.1823,1.18233
2026-01-24 05:10:00,1.18231,1.18239,1.18231,1.18236
2026-01-24 05:15:00,1.18233,1.18239,1.18232,1.18232
2026-01-24 05:20:00,1.18232,1.18236,1.18231,1.18231
2026-01-24 05:25:00,1.18231,1.18236,1.1823,1.18233
2026-01-24 05:30:00,1.18231,1.18235,1.1823,1.18233
2026-01-24 05:35:00,1.18231,1.18241,1.18229,1.18234
2026-01-24 05:40:00,1.18234,1.18237,1.18231,1.18231
2026-01-24 05:45:00,1.18232,1.18237,1.18226,1.18226
2026-01-24 05:50:00,1.18224,1.18232,1.18224,1.18232
2026-01-24 05:55:00,1.18229,1.18235,1.18228,1.1823
2026-01-24 06:00:00,1.1823,1.1824,1.1823,1.18233
2026-01-24 06:05:00,1.18234,1.18239,1.18231,1.18234
2026-01-24 06:10:00,1.18232,1.18235,1.18231,1.18233
2026-01-24 06:15:00,1.18231,1.18236,1.1823,1.18231
2026-01-24 06:20:00,1.18231,1.18235,1.18231,1.18231
2026-01-24 06:25:00,1.18231,1.1824,1.1823,1.18236
2026-01-24 06:30:00,1.18234,1.18238,1.18232,1.18234
2026-01-24 06:35:00,1.18232,1.18237,1.18204,1.18214
2026-01-24 06:40:00,1.18215,1.18228,1.18214,1.18227
2026-01-24 06:45:00,1.18227,1.18233,1.18226,1.18232
2026-01-24 06:50:00,1.18229,1.18238,1.18229,1.18236
2026-01-24 06:55:00,1.18234,1.18238,1.18231,1.18232
2026-01-24 07:00:00,1.18232,1.18235,1.18231,1.18231
2026-01-24 07:05:00,1.18231,1.18236,1.1823,1.18234
2026-01-24 07:10:00,1.18231,1.18235,1.18231,1.18233
2026-01-24 07:15:00,1.18231,1.18239,1.1823,1.18234
2026-01-24 07:20:00,1.18234,1.18237,1.18231,1.18232
2026-01-24 07:25:00,1.18232,1.18237,1.1823,1.18234
2026-01-24 07:30:00,1.18231,1.18235,1.18231,1.18233
2026-01-24 07:35:00,1.18231,1.18236,1.1823,1.1823
2026-01-24 07:40:00,1.18231,1.1824,1.1823,1.18235
2026-01-24 07:45:00,1.18235,1.18239,1.18231,1.18235
2026-01-24 07:50:00,1.18233,1.18237,1.18231,1.18233
2026-01-24 07:55:00,1.18231,1.18236,1.1823,1.1823
2026-01-24 08:00:00,1.18231,1.18235,1.1823,1.18231
2026-01-24 08:05:00,1.18231,1.18243,1.1823,1.18237
2026-01-24 08:10:00,1.18235,1.18239,1.18232,1.18233
2026-01-24 08:15:00,1.18232,1.18237,1.1823,1.18231
2026-01-24 08:20:00,1.18232,1.18235,1.1823,1.18232
2026-01-24 08:25:00,1.18231,1.18236,1.1823,1.18234
2026-01-24 08:30:00,1.18231,1.18237,1.1823,1.18235
2026-01-24 08:35:00,1.18234,1.18238,1.18231,1.18231
2026-01-24 08:40:00,1.18232,1.18236,1.18231,1.18232
2026-01-24 08:45:00,1.18231,1.18236,1.18229,1.18234
2026-01-24 08:50:00,1.18231,1.18236,1.1823,1.18232
2026-01-24 08:55:00,1.18231,1.1824,1.1823,1.18234
2026-01-24 09:00:00,1.18234,1.18238,1.18232,1.18233
2026-01-24 09:05:00,1.18232,1.18236,1.1823,1.18234
2026-01-24 09:10:00,1.18231,1.18236,1.1823,1.18232
2026-01-24 09:15:00,1.18231,1.18236,1.18229,1.1823
2026-01-24 09:20:00,1.18231,1.18239,1.18229,1.18235
2026-01-24 09:25:00,1.18234,1.18238,1.18231,1.18235
2026-01-24 09:30:00,1.18232,1.18237,1.18231,1.18232
2026-01-24 09:35:00,1.18231,1.18236,1.1823,1.1823
2026-01-24 09:40:00,1.18231,1.18236,1.1823,1.18232
2026-01-24 09:45:00,1.18231,1.18242,1.18231,1.18237
2026-01-24 09:50:00,1.18235,1.1824,1.18232,1.18232
2026-01-24 09:55:00,1.18232,1.18236,1.1823,1.18231
2026-01-24 10:00:00,1.18231,1.18236,1.1823,1.18232
2026-01-24 10:05:00,1.18231,1.18236,1.1823,1.18234
2026-01-24 10:10:00,1.18231,1.18239,1.1823,1.18234
2026-01-24 10:15:00,1.18234,1.18237,1.18232,1.18232
2026-01-24 10:20:00,1.18232,1.18237,1.18231,1.18233
2026-01-24 10:25:00,1.18232,1.18236,1.1823,1.18234
2026-01-24 10:30:00,1.18231,1.18236,1.1823,1.18231
2026-01-24 10:35:00,1.18231,1.1824,1.1823,1.18234
2026-01-24 10:40:00,1.18234,1.18238,1.18232,1.18234
2026-01-24 10:45:00,1.18232,1.18236,1.1823,1.18234
2026-01-24 10:50:00,1.18231,1.18237,1.1823,1.18231
2026-01-24 10:55:00,1.18231,1.18236,1.1823,1.1823
2026-01-24 11:00:00,1.18231,1.1824,1.1823,1.18236
2026-01-24 11:05:00,1.18234,1.18237,1.18231,1.18235
2026-01-24 11:10:00,1.18232,1.18237,1.18231,1.18232
2026-01-24 11:15:00,1.18232,1.18236,1.18231,1.18231
2026-01-24 11:20:00,1.18232,1.18237,1.1823,1.18233
2026-01-24 11:25:00,1.18232,1.18241,1.18231,1.18237
2026-01-24 11:30:00,1.18235,1.1824,1.18232,1.18232
2026-01-24 11:35:00,1.18232,1.18236,1.18231,1.18231
2026-01-24 11:40:00,1.18231,1.18237,1.1823,1.18233
2026-01-24 11:45:00,1.18231,1.18235,1.1823,1.18233
2026-01-24 11:50:00,1.18231,1.1824,1.1823,1.18234
2026-01-24 11:55:00,1.18234,1.18237,1.18232,1.18232
2026-01-24 12:00:00,1.18232,1.18245,1.1823,1.18238
2026-01-24 12:05:00,1.18236,1.18239,1.18232,1.18235
2026-01-24 12:10:00,1.18233,1.18237,1.1823,1.18231
2026-01-24 12:15:00,1.18232,1.1824,1.18231,1.18236
